DaysSinceRecentOrder,Nb Orders,Amount Orders,Avg Amount Orders,Nb items,Avg Nb items,Avg item amount,PayMeth_Bancontact,PayMeth_Ideal,PayMeth_Klarna,PayMeth_Pay Later,PayMeth_shopify payments,Always Discount,Never Discount,Max Discount Percentage,Same SKU more than once,Email Marketing Consent,Accepts Marketing,click,open,Days since First Active,Days since Last Active,Recent City_amsterdam,Recent City_den haag,Recent City_haarlem,Recent City_rotterdam,Recent City_utrecht,Recent Country_be,Recent Country_de,Recent Country_nl,cluster
293,1,109.62,54.81,2,1.0,30.45,0,0,0,0,1,1,0,0.11,0,1,1,1,1,293,21,False,False,False,False,False,False,False,True,1
387,1,250.38,83.46,3,1.0,29.28,0,0,0,1,0,1,0,0.05,0,0,0,0,1,546,67,False,False,False,False,False,False,False,True,3
21,1,256.08,85.36,3,1.0,31.62,0,0,0,0,1,1,0,0.11,0,1,1,0,1,21,-4,False,False,False,False,False,False,False,True,1
387,1,24.26,24.26,1,1.0,26.48,0,0,0,1,0,1,0,0.09,0,1,0,1,1,621,21,False,False,False,False,False,True,False,False,0
367,1,192.24,96.12,4,2.0,20.45,0,0,0,0,1,1,0,0.11,0,1,0,1,1,367,2,False,False,False,False,False,True,False,False,0
129,3,127.84,42.61,4,1.0,34.62,0,0,0,0,1,0,1,0.0,1,0,0,1,1,289,103,False,False,False,False,False,False,False,True,2
387,1,34.95,34.95,1,1.0,34.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,456,2,False,False,False,False,False,False,False,True,2
387,1,52.11,52.11,2,2.0,28.45,0,0,0,1,0,1,0,0.09,0,1,0,1,1,738,7,False,False,True,False,False,False,False,True,3
387,3,259.5,64.88,7,2.0,24.74,0,1,0,1,0,1,0,0.1,0,0,0,1,1,634,387,False,False,False,False,False,False,False,True,3
254,1,317.04,105.68,3,1.0,43.62,0,0,0,0,1,1,0,0.24,0,1,0,1,1,402,19,False,False,False,False,False,True,False,False,1
387,5,912.55,82.96,15,1.0,29.39,0,1,0,1,0,0,0,0.09,0,1,0,1,1,1048,40,False,False,False,False,False,False,False,True,4
387,1,33.95,33.95,1,1.0,33.95,1,0,0,0,0,0,1,0.0,0,0,0,0,1,622,387,False,False,False,False,False,True,False,False,0
214,1,122.22,61.11,2,1.0,33.95,0,0,1,0,0,1,0,0.11,0,1,1,1,1,214,41,False,False,False,False,False,False,False,True,1
300,2,174.32,87.16,6,3.0,31.45,0,1,0,0,1,1,0,0.11,0,0,0,1,1,904,41,False,False,False,False,False,False,False,True,3
387,2,88.63,44.32,4,2.0,23.64,0,0,0,1,0,0,0,0.15,1,2,0,0,1,1103,154,False,False,False,False,False,True,False,False,0
126,2,132.81,66.4,4,2.0,34.95,0,0,0,0,1,0,0,0.11,1,0,0,1,1,142,41,False,False,False,False,False,False,False,True,1
246,1,121.27,121.27,5,5.0,26.95,0,0,1,0,0,1,0,0.11,0,0,0,1,1,246,41,False,False,False,False,False,False,False,True,1
387,2,520.83,86.8,6,1.0,29.78,0,0,0,1,0,0,0,0.05,0,1,0,1,1,552,29,False,False,False,False,False,False,False,True,3
69,4,356.36,59.39,9,2.0,27.87,0,1,0,0,1,0,0,0.25,1,1,0,1,1,578,7,False,False,False,False,False,False,False,True,4
159,2,501.92,100.38,8,2.0,29.95,0,0,0,0,1,1,0,0.25,1,1,1,1,1,165,1,False,False,False,False,False,False,False,True,1
220,1,851.64,141.94,6,1.0,26.28,0,0,0,0,1,1,0,0.11,0,1,1,0,1,263,41,False,False,False,False,False,False,False,True,1
313,1,30.55,30.55,1,1.0,33.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,344,41,False,False,False,False,False,False,False,True,1
387,2,141.78,47.26,3,1.0,32.51,0,1,0,0,0,1,0,0.15,0,1,0,1,1,683,21,False,False,False,False,False,False,False,True,3
377,1,34.95,34.95,1,1.0,34.95,0,1,0,0,0,0,1,0.0,0,0,0,1,1,417,235,False,False,False,False,False,False,False,True,2
40,1,32.95,32.95,1,1.0,32.95,0,0,0,0,1,0,1,0.0,0,2,0,1,1,40,1,False,False,False,False,False,False,False,True,2
387,1,36.95,36.95,1,1.0,36.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,608,252,False,False,False,False,True,False,False,True,2
387,1,30.56,30.56,1,1.0,33.36,0,1,0,0,0,1,0,0.09,0,1,0,0,1,614,2,False,False,False,False,False,False,False,True,3
387,1,34.95,34.95,1,1.0,34.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,574,191,False,False,False,False,False,False,False,True,2
341,2,67.9,33.95,2,1.0,33.95,0,0,1,0,1,0,1,0.0,0,2,0,0,0,369,199,False,False,False,False,False,False,False,True,2
246,1,24.25,24.25,1,1.0,26.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,252,41,False,False,False,False,False,False,False,True,1
387,1,29.95,29.95,1,1.0,29.95,0,1,0,0,0,0,1,0.0,0,0,0,1,1,966,283,False,False,False,False,False,False,False,True,2
387,1,231.81,77.27,3,1.0,28.12,0,1,0,0,0,1,0,0.09,0,1,0,1,1,707,213,False,False,False,False,False,False,False,True,3
387,2,98.85,49.42,3,2.0,33.45,0,0,0,1,0,0,1,0.0,0,1,0,1,1,879,7,False,False,False,False,False,False,False,True,2
387,1,61.9,61.9,2,2.0,30.95,0,1,0,0,0,0,1,0.0,0,0,0,1,1,593,94,False,False,False,False,False,False,False,True,2
387,2,475.42,118.86,9,2.0,26.24,0,1,0,0,0,1,0,0.23,1,1,0,1,1,629,245,False,False,False,False,False,False,False,True,4
387,1,53.9,53.9,2,2.0,26.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,620,21,False,False,False,False,False,False,False,True,2
387,1,93.42,46.71,2,1.0,25.5,0,1,0,0,0,1,0,0.09,0,0,0,0,1,875,204,False,False,False,False,False,False,False,True,3
367,3,232.12000000000003,77.37,9,3.0,29.66,0,1,0,0,1,1,0,0.23,1,1,1,1,1,535,21,False,False,False,False,False,False,False,True,4
290,2,539.71,107.94,7,1.0,29.48,0,1,0,0,1,1,0,0.1,1,1,0,1,1,552,25,False,False,False,False,False,False,False,True,4
184,2,459.12,76.52,6,1.0,28.11,0,1,0,0,1,1,0,0.16,1,0,0,0,1,814,77,False,False,False,False,False,False,False,True,4
193,1,62.52,31.26,2,1.0,17.37,0,0,1,0,0,1,0,0.11,0,1,1,1,1,203,-1,False,False,False,False,False,False,False,True,1
387,1,72.78,72.78,3,3.0,26.73,0,0,0,1,0,1,0,0.1,0,0,0,1,1,541,387,False,False,False,False,False,False,False,True,3
306,1,35.05,35.05,1,1.0,38.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,306,7,False,False,False,True,False,False,False,True,1
377,2,86.85,43.42,3,2.0,28.95,0,1,0,0,0,0,1,0.0,1,1,0,1,1,504,252,False,False,False,False,False,False,False,True,2
83,4,463.22,57.9,9,1.0,25.92,0,1,0,0,1,1,0,0.11,1,1,1,1,1,600,57,False,False,False,False,False,False,False,True,4
387,1,104.23,104.23,4,4.0,28.45,0,1,0,0,0,1,0,0.09,0,0,0,1,1,677,387,False,False,False,False,False,False,False,True,3
291,1,53.9,53.9,2,2.0,26.95,0,0,1,0,0,0,1,0.0,0,0,0,1,1,291,208,False,False,True,False,False,False,False,True,2
377,2,87.8,43.9,4,2.0,21.95,0,0,0,1,0,0,1,0.0,1,2,0,1,1,416,251,False,False,False,False,False,False,False,True,2
387,1,415.18,207.59,7,4.0,32.95,0,1,0,0,0,1,0,0.11,0,2,0,1,1,913,7,False,False,False,False,False,False,False,True,3
229,1,30.55,30.55,1,1.0,33.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,234,2,False,False,False,False,False,False,False,True,1
387,1,26.95,26.95,1,1.0,26.95,0,1,0,0,0,0,1,0.0,0,0,0,1,1,529,140,False,False,False,False,False,False,False,True,2
352,1,34.95,34.95,1,1.0,34.95,0,0,0,0,1,0,1,0.0,0,1,0,1,1,500,32,False,False,False,False,False,False,False,True,2
387,1,28.95,28.95,1,1.0,28.95,0,0,0,1,0,0,1,0.0,0,1,0,1,1,666,30,False,False,False,False,False,False,False,True,2
387,1,141.8,70.9,2,1.0,35.45,0,1,0,0,0,0,1,0.0,0,0,0,0,1,597,387,False,False,False,False,False,False,False,True,2
387,2,148.11,74.06,6,3.0,29.58,0,1,0,0,0,1,0,0.23,1,1,0,1,1,662,1,False,False,False,False,False,False,False,True,3
387,1,145.94,72.97,3,2.0,29.58,0,1,0,0,0,1,0,0.16,0,1,0,1,1,772,28,False,False,False,False,False,False,False,True,3
285,2,631.89,105.32,6,1.0,36.95,0,0,1,1,0,1,0,0.05,0,1,1,1,1,526,6,False,False,False,False,True,False,False,True,1
387,1,85.36,85.36,3,3.0,29.95,0,1,0,0,0,1,0,0.05,0,2,0,0,1,650,51,False,False,False,False,False,False,False,True,3
387,1,470.88,117.72,4,1.0,32.43,0,1,0,0,0,1,0,0.1,0,1,0,1,1,623,1,False,False,False,False,False,False,False,True,3
387,1,79.02,39.51,2,1.0,21.57,0,1,0,0,0,1,0,0.09,0,1,0,0,1,662,253,False,False,False,False,False,False,False,True,3
252,1,35.91,35.91,2,2.0,19.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,252,41,False,False,False,False,False,False,False,True,1
243,1,39.95,39.95,1,1.0,39.95,0,0,0,0,1,0,1,0.0,0,1,1,1,1,270,2,False,False,False,False,False,False,False,True,2
61,3,1383.88,172.98,16,2.0,30.59,0,0,0,1,1,1,0,0.11,1,1,1,1,1,560,2,False,False,False,False,False,False,False,True,4
387,1,165.02,82.51,3,2.0,29.45,0,1,0,0,0,1,0,0.05,0,2,0,0,1,565,252,False,False,False,False,False,False,False,True,3
64,2,148.75,49.58,3,1.0,30.28,0,0,1,0,0,0,0,0.11,0,0,0,1,1,165,36,False,True,False,False,False,False,False,True,1
104,2,63.99,32.0,2,1.0,35.95,0,0,0,0,1,0,0,0.32,0,2,0,1,1,329,2,False,False,False,False,False,False,False,True,1
186,1,53.05,53.05,1,1.0,58.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,190,2,False,False,False,False,False,False,False,True,1
192,2,332.71,83.18,5,1.0,30.56,0,0,1,0,1,0,1,0.0,1,0,0,1,1,263,30,False,False,False,False,False,False,False,True,1
387,2,322.28000000000003,161.14,12,6.0,30.06,0,1,0,0,0,1,0,0.15,0,1,1,0,1,921,60,False,False,False,False,False,False,False,True,3
13,1,104.22,52.11,2,1.0,28.95,0,0,1,0,0,1,0,0.11,0,1,1,1,1,13,-1,False,False,False,False,False,False,False,True,1
131,1,75.46,75.46,3,3.0,27.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,438,2,False,False,False,False,False,False,False,True,1
333,1,149.86,74.93,3,2.0,26.45,0,0,0,0,1,1,0,0.05,0,2,0,1,1,333,208,False,False,False,False,False,False,False,True,1
387,1,29.95,29.95,1,1.0,29.95,0,1,0,0,0,0,1,0.0,0,0,0,1,0,732,387,False,False,False,False,False,False,False,True,2
266,1,52.11,52.11,2,2.0,28.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,266,2,False,False,False,False,False,False,False,True,1
387,1,28.75,28.75,1,1.0,31.68,0,1,0,0,0,1,0,0.1,0,0,0,0,1,557,387,False,False,False,False,False,False,False,True,3
387,1,36.95,36.95,1,1.0,36.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,598,387,False,False,False,False,False,False,False,True,2
283,3,546.74,78.11,7,1.0,35.56,0,1,0,0,1,1,0,0.24,0,0,0,1,1,477,208,False,False,False,False,False,False,False,True,3
387,1,26.32,26.32,1,1.0,30.15,0,1,0,0,0,1,0,0.15,0,2,0,0,1,770,0,False,False,False,True,False,False,False,True,3
23,1,187.77,62.59,3,1.0,26.95,0,0,1,0,0,1,0,0.29,0,2,0,1,1,23,-3,False,False,False,False,False,False,False,True,1
377,1,398.25,132.75,5,2.0,28.62,0,1,0,0,0,1,0,0.08,0,1,1,0,1,377,118,False,False,False,False,False,False,False,True,3
286,1,35.95,35.95,1,1.0,39.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,286,2,False,False,False,False,False,False,False,True,1
387,2,298.32,74.58,6,2.0,26.98,1,0,0,0,0,1,0,0.09,1,0,0,0,1,997,387,False,False,False,False,True,False,False,True,3
387,1,106.94,53.47,2,1.0,30.63,0,1,0,0,0,1,0,0.15,0,2,0,0,1,779,231,False,False,False,False,False,False,False,True,3
18,1,662.8,132.56,6,1.0,27.95,0,0,0,0,1,1,0,0.25,0,1,1,0,1,18,-5,False,False,False,False,False,True,False,False,1
387,1,115.8,57.9,2,1.0,28.95,0,1,0,0,0,0,1,0.0,0,1,0,1,1,450,25,False,False,False,False,False,False,False,True,2
377,1,97.0,48.5,2,1.0,26.72,0,0,0,1,0,1,0,0.1,0,1,0,1,1,414,20,False,False,False,False,False,True,False,False,0
59,1,32.95,32.95,1,1.0,32.95,0,0,0,0,1,0,1,0.0,0,2,0,1,1,59,-4,False,False,False,False,False,False,False,True,2
387,1,103.8,51.9,2,1.0,25.95,0,1,0,0,0,0,1,0.0,0,1,0,0,1,670,26,False,False,False,False,False,False,False,True,2
234,2,297.6,74.4,4,1.0,37.2,0,0,0,0,1,0,1,0.0,0,2,0,0,1,235,188,False,False,False,False,False,False,False,True,2
387,1,23.96,23.96,1,1.0,28.91,0,1,0,0,0,1,0,0.21,0,1,0,1,1,1002,21,False,False,False,False,False,False,False,True,3
387,1,67.9,67.9,2,2.0,33.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,613,9,False,False,False,False,False,False,False,True,2
387,1,36.95,36.95,1,1.0,36.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,609,-1,False,False,False,False,False,False,False,True,2
104,1,28.95,28.95,1,1.0,28.95,0,0,0,0,1,0,1,0.0,0,0,0,1,1,104,77,False,False,False,False,False,False,False,True,2
51,2,273.94,91.31,7,2.0,28.28,0,0,0,0,1,1,0,0.23,0,1,1,1,1,350,-2,False,True,False,False,False,False,False,True,1
172,2,227.66,75.89,5,2.0,30.95,0,1,0,0,1,0,0,0.11,0,0,0,1,1,928,41,False,False,False,False,False,False,False,True,3
387,1,582.27,194.09,7,2.0,30.95,0,0,0,1,0,1,0,0.11,0,0,0,0,1,928,387,False,False,False,False,False,True,False,False,0
192,1,113.22,56.61,2,1.0,31.45,0,0,1,0,0,1,0,0.11,0,1,1,1,1,194,1,False,False,False,False,False,True,False,False,1
104,1,25.04,25.04,1,1.0,32.95,0,0,0,0,1,1,0,0.32,0,1,1,0,1,150,41,False,False,False,False,False,True,False,False,1
299,1,53.05,53.05,1,1.0,58.95,0,0,0,0,1,1,0,0.11,0,0,0,1,1,307,41,False,False,False,False,False,True,False,False,1
387,1,53.9,53.9,2,2.0,26.95,1,0,0,0,0,0,1,0.0,0,1,0,1,1,562,160,False,False,False,False,False,True,False,False,0
13,3,203.76,50.94,5,1.0,28.7,0,0,0,0,1,0,0,0.11,1,1,1,1,1,61,-2,False,False,False,False,False,True,False,False,1
51,1,53.05,53.05,1,1.0,58.95,0,0,1,0,0,1,0,0.11,0,1,1,0,1,51,25,False,False,False,False,False,False,False,True,1
284,1,693.64,173.41,7,2.0,32.45,0,0,0,0,1,1,0,0.31,0,1,1,1,1,284,41,False,False,False,False,False,False,False,True,1
387,1,47.53,47.53,2,2.0,27.23,0,0,0,1,0,1,0,0.15,0,0,0,1,1,735,387,False,False,False,False,False,True,False,False,0
387,1,135.8,67.9,2,1.0,33.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,613,252,False,False,False,False,False,False,False,True,2
387,1,130.29,130.29,5,5.0,28.45,0,0,0,1,0,1,0,0.09,0,1,0,1,1,783,252,False,False,False,False,False,False,False,True,3
302,1,46.71,46.71,2,2.0,25.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,303,22,False,False,False,False,False,False,False,True,1
387,1,387.03,129.01,4,1.0,32.95,0,1,0,0,0,1,0,0.05,0,0,0,0,1,663,212,False,False,False,False,True,False,False,True,3
9,2,217.67,72.56,4,1.0,32.95,0,1,0,0,1,0,0,0.11,0,1,1,1,1,806,-1,False,False,False,False,False,False,False,True,1
332,1,45.82,45.82,3,3.0,17.97,0,0,1,0,0,1,0,0.18,0,1,1,0,1,332,2,False,False,False,False,False,False,False,True,1
387,1,66.5,66.5,2,2.0,36.64,1,0,0,0,0,1,0,0.1,0,1,0,1,1,600,22,False,False,False,False,False,True,False,False,0
387,1,215.68,107.84,4,2.0,29.44,0,1,0,0,0,1,0,0.09,0,0,0,1,1,616,387,False,False,False,False,False,False,False,True,3
387,1,93.34,46.67,2,1.0,26.74,0,0,0,1,0,1,0,0.15,0,1,0,1,1,959,1,False,False,False,False,False,False,False,True,3
12,1,55.9,55.9,2,2.0,27.95,0,0,0,0,1,0,1,0.0,0,2,0,1,1,12,-2,False,False,False,False,False,False,False,True,1
387,4,1816.92,227.12,33,4.0,31.05,0,1,0,1,0,1,0,0.21,1,1,0,1,1,767,2,False,False,False,False,False,False,False,True,4
55,1,69.9,69.9,2,2.0,34.95,0,0,1,0,0,0,1,0.0,0,0,0,1,1,55,29,True,False,False,False,False,False,False,True,1
170,2,310.02,77.5,6,2.0,28.7,0,0,0,0,1,1,0,0.11,0,2,0,0,1,173,2,False,False,False,False,False,False,False,True,1
315,1,25.46,25.46,1,1.0,29.95,0,0,0,0,1,1,0,0.18,0,0,0,0,1,315,204,False,False,False,False,False,False,False,True,1
261,1,33.25,33.25,1,1.0,36.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,261,21,False,False,False,False,False,False,False,True,1
295,1,33.25,33.25,1,1.0,36.95,0,0,0,0,1,1,0,0.11,0,2,0,1,1,299,41,False,False,False,True,False,False,False,True,1
387,2,68.9,34.45,2,1.0,34.45,0,0,0,1,0,0,1,0.0,0,1,0,1,1,671,25,False,False,False,True,False,False,False,True,2
98,5,598.89,54.44,11,1.0,25.27,0,1,0,0,1,0,0,0.32,1,1,0,1,1,855,2,False,False,False,False,False,False,False,True,4
387,2,94.76,47.38,3,2.0,33.01,0,1,0,0,0,0,0,0.15,0,2,0,0,1,648,161,False,False,False,False,False,False,False,True,3
387,1,110.36,55.18,2,1.0,31.61,0,1,0,0,0,1,0,0.15,0,0,0,0,1,616,346,False,False,False,False,False,False,False,True,3
387,1,26.95,26.95,1,1.0,26.95,0,1,0,0,0,0,1,0.0,0,0,0,1,1,779,41,False,False,False,False,False,False,False,True,2
179,1,59.31,59.31,2,2.0,32.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,179,-2,False,False,False,False,False,False,False,True,1
387,1,261.75,87.25,3,1.0,30.62,0,1,0,0,0,1,0,0.05,0,0,0,1,1,619,387,False,False,False,False,False,False,False,True,3
387,3,87.87,29.29,3,1.0,31.12,0,1,0,0,0,0,0,0.1,0,1,0,1,1,601,1,False,False,False,False,False,False,False,True,3
2,2,208.48,69.49,5,2.0,28.88,0,1,0,0,1,1,0,0.11,0,1,0,1,1,407,-3,False,False,False,False,False,False,False,True,1
289,1,62.91,62.91,2,2.0,34.95,0,0,0,0,1,1,0,0.11,0,0,0,0,1,289,41,False,False,False,False,False,False,False,True,1
110,3,1068.47,133.56,16,2.0,30.08,0,1,0,0,1,0,0,0.64,1,2,0,1,1,399,2,False,False,False,False,False,False,False,True,4
387,1,26.95,26.95,1,1.0,26.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,462,387,False,False,False,False,False,False,False,True,2
377,2,455.16,75.86,6,1.0,26.62,1,0,0,0,0,1,0,0.05,0,0,0,0,1,923,143,False,False,False,False,False,True,False,False,0
387,1,80.87,80.87,3,3.0,29.43,1,0,0,0,0,1,0,0.09,0,1,0,0,1,751,4,False,False,False,False,False,True,False,False,0
51,4,495.66,70.81,7,1.0,40.66,0,0,0,0,1,0,0,0.18,0,1,1,1,1,257,22,False,False,False,False,False,False,False,True,1
387,1,33.26,33.26,1,1.0,36.31,0,0,0,1,0,1,0,0.09,0,2,0,0,1,641,387,False,False,False,False,False,False,False,True,3
329,1,121.8,60.9,2,1.0,30.45,0,0,1,0,0,0,1,0.0,0,1,1,0,1,329,2,False,False,False,False,False,False,False,True,2
305,1,38.95,38.95,1,1.0,38.95,0,0,0,0,1,0,1,0.0,0,2,0,0,1,305,204,False,False,False,False,False,False,False,True,2
291,2,268.43,67.11,4,1.0,30.02,0,0,0,1,1,0,0,0.1,0,1,0,1,1,560,0,False,False,False,False,False,False,False,True,1
387,1,234.87,78.29,3,1.0,32.08,0,0,0,1,0,1,0,0.23,0,2,0,0,1,482,253,False,False,False,False,False,False,False,True,3
112,1,23.35,23.35,1,1.0,25.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,128,7,False,False,False,False,False,False,False,True,1
377,1,241.77,80.59,4,1.0,22.34,0,1,0,0,0,1,0,0.16,0,2,0,0,1,386,20,False,False,False,False,False,False,False,True,3
196,1,236.88,118.44,4,2.0,31.16,0,0,1,0,0,1,0,0.05,0,2,0,0,0,196,169,False,False,False,False,False,False,False,True,1
387,1,30.56,30.56,1,1.0,33.36,1,0,0,0,0,1,0,0.09,0,0,0,1,1,616,387,False,False,False,False,False,True,False,False,0
387,1,36.95,36.95,1,1.0,36.95,0,0,0,1,0,0,1,0.0,0,2,0,0,1,648,253,False,False,False,False,False,False,False,True,2
318,1,38.95,38.95,1,1.0,38.95,0,0,0,0,1,0,1,0.0,0,2,0,0,1,318,110,False,False,False,False,False,False,False,True,2
387,1,598.0,149.5,5,1.0,31.7,0,1,0,0,0,1,0,0.08,0,2,0,1,1,662,80,False,False,False,False,False,False,False,True,3
74,1,29.65,29.65,1,1.0,32.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,74,8,False,False,False,False,False,False,False,True,1
129,2,182.31,60.77,4,1.0,30.28,0,0,0,0,1,0,0,0.11,0,2,0,1,1,192,21,False,False,False,False,False,False,False,True,1
387,1,127.78,63.89,3,2.0,25.54,0,1,0,0,0,1,0,0.21,0,0,0,1,1,964,342,False,False,False,False,False,False,False,True,3
204,1,67.9,67.9,2,2.0,33.95,0,0,1,0,0,0,1,0.0,0,2,0,0,1,204,160,False,False,False,False,False,False,False,True,2
387,2,50.92,25.46,2,1.0,29.38,0,1,0,0,0,1,0,0.16,0,1,0,0,1,649,387,False,False,False,False,False,False,False,True,3
318,3,369.49,36.95,10,1.0,30.48,1,0,1,0,0,1,0,1.0,1,1,0,1,1,621,2,False,False,False,False,False,True,False,False,0
53,3,247.91,61.98,5,1.0,31.75,0,0,0,0,1,0,0,0.11,0,1,1,0,1,270,27,False,False,False,False,False,False,False,True,1
387,1,82.51,82.51,3,3.0,28.95,0,0,0,1,0,1,0,0.05,0,0,0,0,1,872,172,False,False,False,False,False,True,False,False,0
387,1,119.8,59.9,2,1.0,29.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,806,2,False,False,False,False,False,False,False,True,2
387,1,112.02,112.02,4,4.0,32.09,0,1,0,0,0,1,0,0.15,0,1,0,1,1,795,49,False,False,False,False,False,False,False,True,3
138,1,23.35,23.35,1,1.0,25.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,138,1,False,False,False,False,False,False,False,True,1
359,1,104.22,52.11,2,1.0,28.95,0,0,0,0,1,1,0,0.11,0,0,0,1,1,359,41,False,False,False,False,False,False,False,True,1
387,2,243.6,60.9,4,1.0,30.45,0,0,0,1,0,0,1,0.0,1,2,0,0,1,950,30,False,False,False,False,False,False,False,True,2
192,1,15.63,15.63,1,1.0,17.37,0,0,0,0,1,1,0,0.11,0,0,0,0,1,199,38,False,False,False,False,False,False,False,True,1
387,1,34.95,34.95,1,1.0,34.95,0,0,0,1,0,0,1,0.0,0,2,0,0,1,539,22,False,False,False,False,False,False,False,True,2
387,1,20.76,20.76,1,1.0,25.05,0,1,0,0,0,1,0,0.21,0,2,0,0,1,967,-1,False,False,False,False,False,False,False,True,3
241,1,33.95,33.95,1,1.0,33.95,0,0,0,0,1,0,1,0.0,0,2,0,0,0,241,214,False,False,False,False,False,False,False,True,2
387,1,137.34,68.67,3,2.0,28.1,0,1,0,0,0,1,0,0.23,0,0,0,1,1,462,98,False,False,False,False,False,False,False,True,3
48,5,535.76,89.29,13,2.0,31.33,0,1,0,0,1,0,0,0.15,1,1,1,1,1,837,22,False,False,False,False,False,False,False,True,4
387,1,33.95,33.95,1,1.0,33.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,617,147,False,False,False,False,False,False,False,True,2
251,2,577.06,144.26,9,2.0,40.7,0,0,1,0,1,1,0,0.07,0,0,0,1,1,252,208,False,False,False,False,False,False,False,True,1
387,1,73.8,36.9,2,1.0,18.45,0,1,0,0,0,0,1,0.0,0,2,0,0,1,684,2,False,False,False,False,False,False,False,True,2
387,1,56.01,56.01,2,2.0,32.09,0,1,0,0,0,1,0,0.15,0,2,0,0,1,669,1,False,False,False,False,False,False,False,True,3
387,1,27.87,27.87,1,1.0,30.42,0,1,0,0,0,1,0,0.09,0,0,0,0,1,872,91,False,False,False,False,False,True,False,False,0
374,1,28.95,28.95,1,1.0,28.95,0,0,0,0,1,0,1,0.0,0,2,0,1,1,374,2,False,False,False,False,False,False,False,True,2
131,2,383.2,76.64,5,1.0,24.35,0,1,0,0,1,1,0,0.25,0,1,0,1,1,616,1,False,False,False,True,False,False,False,True,1
387,5,1664.69,118.91,27,2.0,23.81,0,1,0,0,0,1,0,0.15,1,1,0,1,1,710,1,False,False,False,False,False,False,False,True,4
387,1,25.16,25.16,1,1.0,27.47,0,0,0,1,0,1,0,0.09,0,1,0,1,1,646,7,False,False,False,False,False,False,False,True,3
387,1,46.71,46.71,2,2.0,25.5,0,1,0,0,0,1,0,0.09,0,0,0,0,1,674,387,False,False,False,False,False,False,False,True,3
387,1,203.0,101.5,3,2.0,35.95,0,1,0,0,0,1,0,0.05,0,1,0,1,1,631,21,False,False,False,False,False,False,False,True,3
387,3,162.79000000000002,54.26,5,2.0,35.22,0,1,0,1,0,0,0,0.09,1,0,0,1,1,683,387,False,False,False,False,False,False,False,True,3
52,1,131.8,65.9,2,1.0,32.95,0,0,0,0,1,0,1,0.0,0,1,1,0,1,334,26,False,False,False,False,False,False,False,True,1
209,1,28.04,28.04,1,1.0,31.16,0,0,1,0,0,1,0,0.11,0,0,0,0,1,209,41,False,False,False,False,False,False,False,True,1
387,2,143.61,47.87,4,1.0,22.13,0,1,0,0,0,0,0,0.16,1,1,0,1,1,609,134,False,False,False,False,False,False,False,True,3
101,1,196.71,65.57,3,1.0,31.95,0,0,1,0,0,1,0,0.46,0,1,1,0,1,264,7,False,False,False,False,False,False,False,True,1
387,3,800.71,100.09,13,2.0,27.49,0,1,0,0,0,1,0,0.27,1,1,0,1,1,536,1,False,False,False,False,False,False,False,True,4
323,1,183.18,61.06,3,1.0,22.62,0,0,0,0,1,1,0,0.11,0,1,1,1,1,323,-1,False,False,False,False,False,False,False,True,1
206,1,47.16,47.16,1,1.0,47.16,0,0,1,0,0,0,1,0.0,0,2,0,0,1,206,1,False,False,False,False,False,True,False,False,2
101,2,358.2,119.4,9,3.0,27.28,0,0,0,0,1,1,0,0.46,1,0,0,1,1,183,28,False,False,False,False,False,False,False,True,4
387,1,79.65,79.65,3,3.0,27.95,0,0,0,1,0,1,0,0.05,0,2,0,0,1,547,2,False,False,False,False,False,False,False,True,3
387,1,256.11,85.37,3,1.0,31.07,0,1,0,0,0,1,0,0.09,0,1,0,0,1,660,253,False,False,False,False,False,False,False,True,3
283,1,27.85,27.85,1,1.0,30.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,283,28,False,False,False,False,False,False,False,True,1
357,1,81.66,81.66,1,1.0,81.66,0,0,0,0,1,0,1,0.0,0,1,1,1,1,835,56,False,False,False,False,False,True,False,False,0
